airport_iata,airport_icao,lat,lon,name,city,country
SPN,PGSN,15.1333,145.717,Saipan International Airport,Saipan,United States
SLE,KSLE,44.9104,-123.008,Mcnary Field Airport,Salem,United States
SLN,KSLN,38.7786,-97.6397,Salina Municipal Airport,Salina,United States
SBY,KSBY,38.3431,-75.517,Salisbury-Wicomico County Regional Airport,Salisbury,United States
SMN,KSMN,45.1148,-113.888,Lemhi County Airport,Salmon,United States
SLC,KSLC,40.7862,-111.982,Salt Lake City International Airport,Salt Lake City,United States
SJT,KSJT,31.3616,-100.507,Mathis Field Airport,San Angelo,United States
SAT,KSAT,29.5252,-98.4729,San Antonio International Airport,San Antonio,United States
SAN,KSAN,32.7299,-117.195,San Diego International Airport,San Diego,United States
SFO,KSFO,37.6148,-122.392,San Francisco International Airport,San Francisco,United States
SJC,KSJC,37.3679,-121.926,Norman Y Mineta San Jose International Airport,San Jose,United States
SIG,TJIG,18.4558,-66.0981,Isla Grande Airport,San Juan,United States
SBP,KSBP,35.239,-120.641,San Luis Obispo County Airport,San Luis Obispo,United States
SDP,PASD,55.3184,-160.523,Sand Point Airport,Sand Point,United States
SFB,KSFB,28.773,-81.2403,Orlando Sanford International Airport,Sanford,United States
SNA,KSNA,33.6813,-117.859,John Wayne Airport,Santa Ana,United States
SMX,KSMX,34.8888,-120.437,Santa Maria Public Airport,Santa Maria,United States
SLK,KSLK,44.3804,-74.2038,Adirondack Regional Airport,Saranac Lake,United States
SRQ,KSRQ,27.3868,-82.5516,Sarasota Bradenton Airport,Sarasota,United States
SAV,KSAV,32.1338,-81.2133,Savannah International Airport,Savannah,United States
SVA,PASA,63.6951,-170.465,Alaska,Savoonga,United States
CMI,KCMI,40.0367,-88.2638,University of Illinois-Willard Airport,Savoy,United States
CGI,KCGI,37.2272,-89.5637,Cape Girardeau Municipal Airport,Scott City,United States
BFF,KBFF,41.8683,-103.597,William B Heilig Field Airport,Scottsbluff,United States
BFI,KBFI,47.5369,-122.304,King County International Airport-Boeing Field,Seattle,United States
SEA,KSEA,47.4405,-122.296,Tacoma International Airport,Seattle,United States
WLK,PASK,62.8903,-149.054,Alaska,Selawik,United States
SOV,PASO,59.4428,-151.705,,Seldovia,United States
SHR,KSHR,44.7739,-106.97,Sheridan County Airport,Sheridan,United States
SHH,PASH,66.2568,-166.067,Shishmaref,Shishmaref,United States
SOW,KSOW,34.2595,-110.005,Show Low Municipal Airport,Show Low,United States
SHV,KSHV,32.4549,-93.8285,Shreveport Regional Airport,Shreveport,United States
SHG,PAHG,66.8801,-157.067,Shungnak Airport,Shungnak,United States
SDY,KSDY,47.7113,-104.184,Sidney Richland Municipal Airport,Sidney,United States
SVC,KSVC,32.6301,-108.164,Silver City-Grant County Airport,Silver City,United States
SUX,KSUX,42.4012,-96.3784,Sioux Gateway Airport,Sioux City,United States
FSD,KFSD,43.5813,-96.7317,Sioux Falls Regional Airport,Sioux Falls,United States
SIT,PASI,57.0535,-135.366,Sitka Airport,Sitka,United States
SGY,PAGY,59.4594,-135.314,Skagway Airport,Skagway,United States
SLQ,PASL,61.7,-157.117,Sleetmute Airport,Sleetmute,United States
SBN,KSBN,41.7006,-86.311,South Bend Regional Airport,South Bend,United States
BTV,KBTV,44.4688,-73.1552,Burlington International Airport,South Burlington,United States
GEG,KGEG,47.625,-117.538,Spokane International Airport,Spokane,United States
SPI,KSPI,39.8445,-89.672,Capital Airport,Springfield,United States
SGF,KSGF,37.243,-93.3817,Springfield Regional Airport,Springfield,United States
STC,KSTC,45.5463,-94.066,St Cloud Regional Airport,St. Cloud,United States
SGU,KSGU,37.0973,-113.591,St George Municipal Airport,St. George,United States
STL,KSTL,38.7414,-90.3647,Lambert St Louis International Airport,St. Louis,United States
MSP,KMSP,44.8793,-93.1987,Minneapolis St Paul International Airport,St. Paul,United States
SCE,KUNV,40.8515,-77.851,University Park Airport,State College,United States
SWO,KSWO,36.1618,-97.0751,Stillwater Municipal Airport,Stillwater,United States
SCK,KSCK,37.8973,-121.253,Stockton Metropolitan Airport,Stockton,United States
BDR,KBDR,41.1636,-73.1283,Igor I Sikorsky Memorial Airport,Stratford,United States
TOL,KTOL,41.5923,-83.8072,Toledo Express Airport,Swanton,United States
SYR,KSYR,43.1141,-76.1121,Hancock International Airport,Syracuse,United States
TLH,KTLH,30.3964,-84.3503,Tallahassee Regional Airport,Tallahassee,United States
TPA,KTPA,27.9744,-82.5356,Tampa International Airport,Tampa,United States
TAL,PATA,47.7184,-115.431,Ralph Calhoun,Tanana,United States
TLJ,PATL,44.2044,23.5396,,Tatalina,United States
TLA,PATE,65.2413,-166.331,Teller,Teller,United States
TEX,KTEX,37.9544,-107.901,Telluride Regional Airport,Telluride,United States
TEB,KTEB,40.8541,-74.0662,Teterboro Airport,Teterboro,United States
TXK,KTXK,33.457,-93.9943,Texarkana Regional Airport,Texarkana,United States
CVN,KCVN,34.4271,-103.087,Clovis Municipal Airport,Texico,United States
TVF,KTVF,48.0655,-96.1791,Thief River Falls Regional Airport,Thief River Falls,United States
CNY,KCNY,38.7609,-109.742,Canyonlands Field Airport,Thompson,United States
TNC,PATC,65.5639,-167.919,Tin City AFS,Tin City,United States
TOG,PATG,37.1198,-89.8786,Togiak Village,Togiak Village,United States
EAA,PAEA,64.7667,-141.15,Eagle Airport,Tok,United States
TKJ,PATJ,48.1205,21.4125,,Tok,United States
OOK,PAOO,60.5334,-165.114,Toksook Bay,Toksook Bay,United States
TVC,KTVC,44.7365,-85.5796,Cherry Capital Airport,Traverse City,United States
TUS,KTUS,32.1204,-110.936,Tucson International Airport,Tucson,United States
TUL,KTUL,36.1877,-95.8892,Tulsa International Airport,Tulsa,United States
TUP,KTUP,34.2662,-88.766,Tupelo Municipal-C D Lemons Airport,Tupelo,United States
TWF,KTWF,42.4838,-114.485,Twin Falls-Sun Valley Regional Airport,Twin Falls,United States
TYR,KTYR,32.3506,-95.4118,Tyler Pounds Field Airport,Tyler,United States
UNK,PAUN,63.8833,-160.783,Unalakleet,Unalakleet,United States
DUT,PADU,53.896,-166.535,Unalaska Airport,Unalaska,United States
VDZ,PAVD,61.1294,-146.256,Valdez Airport,Valdez,United States
VLD,KVLD,30.7892,-83.2787,Valdosta Regional Airport,Valdosta,United States
VEL,KVEL,40.4485,-109.514,Vernal Airport,Vernal,United States
VCT,KVCT,28.8449,-96.9201,Victoria Regional Airport,Victoria,United States
VCV,KVCV,34.588,-117.373,Southern California Logistics Airport,Victorville,United States
YNG,KYNG,41.2576,-80.6648,Youngstown-Warren Regional Airport,Vienna,United States
MVY,KMVY,41.3895,-70.6112,Marthas Vineyard Airport,Vineyard Haven,United States
VIS,KVIS,36.3253,-119.394,Visalia Municipal Airport,Visalia,United States
ACT,KACT,31.609,-97.2234,Waco Regional Airport,Waco,United States
AIN,PAWT,70.6139,-159.857,Wainwright Airport,Wainwright,United States
ALW,KALW,46.0879,-118.283,Walla Walla Regional Airport,Walla Walla,United States
PVD,KPVD,41.723,-71.4399,Theodore Francis Green State Airport,Warwick,United States
IAD,KIAD,38.9556,-77.4484,Dulles International Airport,Washington,United States
ALO,KALO,42.5509,-92.3951,Waterloo Municipal Airport,Waterloo,United States
ATY,KATY,44.9216,-97.1609,Watertown Municipal Airport,Watertown,United States
LUF,KLUF,33.5355,-112.372,Luke Air Force Base,Webb,United States
JLN,KJLN,37.147,-94.5019,Joplin Regional Airport,Webb City,United States
CAE,KCAE,33.9468,-81.1241,Columbia Metropolitan Airport,West Columbia,United States
LEB,KLEB,43.6249,-72.3087,Lebanon Municipal Airport,West Lebanon,United States
PAH,KPAH,37.0612,-88.7672,Barkley Regional Airport,West Paducah,United States
PBI,KPBI,26.6909,-80.0889,Palm Beach International Airport,West Palm Beach,United States
WYS,KWYS,44.6876,-111.114,Yellowstone Airport,West Yellowstone,United States
WST,KWST,41.3492,-71.8115,Westerly State Airport,Westerly,United States
SHD,KSHD,38.2637,-78.9013,Shenandoah Valley Regional Airport,Weyers Cave,United States
PWK,KPWK,42.1162,-87.8987,Pal Waukee Airport,Wheeling,United States
ICT,KICT,37.6531,-97.43,Wichita Mid-Continent Airport,Wichita,United States
SPS,KSPS,33.9862,-98.4984,Sheppard Air Force Base,Wichita Falls,United States
PKB,KPKB,39.3462,-81.4345,Wood County Airport-Gill Robb Wilson Field,Williamstown,United States
ISN,KISN,48.1767,-103.631,Sloulin Field International Airport,Williston,United States
ILN,KILN,39.4348,-83.7982,Airborne Airpark,Wilmington,United States
ILM,KILM,34.2668,-77.912,Wilmington International Airport,Wilmington,United States
STS,KSTS,38.511,-122.805,Sonoma County Airport,Windsor,United States
BDL,KBDL,41.9271,-72.6816,Bradley International Airport,Windsor Locks,United States
INT,KINT,36.1361,-80.2294,Smith Reynolds Airport,Winston-Salem,United States
OLF,KOLF,48.0964,-105.575,L. M. Clayton Airport,Wolf Point,United States
ARV,KARV,45.9296,-89.7371,Lakelan-Noble F. Lee Memerial Field Airport,Woodruff,United States
ORH,KORH,42.2699,-71.8706,Worcester Municipal Airport,Worcester,United States
WRL,KWRL,43.9747,-107.953,Worland Municipal Airport,Worland,United States
WRG,PAWG,56.4876,-132.378,Wrangell Airport,Wrangell,United States
YKM,KYKM,46.5703,-120.54,Yakima Air Terminal,Yakima,United States
YAK,PAYA,59.5103,-139.668,Yakutat Airport,Yakutat,United States
YIP,KYIP,42.2385,-83.5467,Willow Run Airport,Ypsilanti,United States
YUM,KYUM,32.6685,-114.599,Yuma International Airport,Yuma,United States
ZUN,KZUN,35.0843,-108.789,Black Rock Airport,Zuni,United States
MVD,SUMU,-34.8291,-56.0323,Carrasco International Airport,Montevideo,Uruguay
PDP,SULS,-34.9111,-54.9197,Maldonado Airport,Punta del Este,Uruguay
AZN,UTKA,40.7324,72.2931,Andizhan Airport,Andijon,Uzbekistan
BHK,UTSB,39.7948,64.4895,Bukhara Airport,Bukhara,Uzbekistan
TAS,UTTT,41.2552,69.2846,Tashkent South Airport,Tashkent,Uzbekistan
AWD,NVVB,-19.2501,169.598,Aniwa Airport,Aniwa,Vanuatu
MTV,KMTV,-13.8167,167.7,Mota Lava,Mota Lava,Vanuatu
VLI,NVVV,-17.7039,168.312,Port Vila Bauerfield Airport,Port-Vila,Vanuatu
SLH,KSLH,-14.2459,167.509,Torba,Sola,Vanuatu
AGV,SVAC,9.55194,-69.2367,Acarigua,Acarigua,Venezuela
BNS,SVBI,8.6211,-70.2181,Barinas Airport,Barinas,Venezuela
BRM,SVBM,10.0453,-69.3561,Barquisimeto Airport,Barquisimeto,Venezuela
CCS,SVMI,10.6053,-66.9881,Simon Bolivar International Airport,Catia la Mar,Venezuela
PZO,SVPR,8.3,-62.7333,Puerto Ordaz Airport,Ciudad Guayana,Venezuela
CUM,SVCU,10.4539,-64.1297,Antonio Jose de Sucre Airport,Cumaná,Venezuela
CUP,SVCP,10.6589,-63.2625,Gen Jose Francisco Bermudez Airport,El Pilar,Venezuela
MAR,SVMC,10.5614,-71.7253,La Chinita International Airport,Maracaibo,Venezuela
PMV,KPMV,10.9167,-63.98,Del Caribe International Airport,Pampatar,Venezuela
BLA,SVBC,10.1103,-64.6872,Jose Antonio Anzoategui Airport,Pariaguán,Venezuela
SFD,KSFD,7.8856,-67.4406,San Fernando de Apure Airport,San Fernando de Apure,Venezuela
HAN,VVNB,21.2263,105.815,Noi Bai Airport,Hanoi,Vietnam
SGN,VVTS,10.8191,106.658,Tan Son Nhut Airport,Ho Chi Minh City,Vietnam
DAD,VVDN,16.05,108.2,Da Nang Airport,Tourane,Vietnam
AAY,OYGD,16.1947,52.1694,Al Gaidah Airport,Al Ghaydah,Yemen
SAH,OYSN,15.48,44.2208,Sanaa International Airport,Ar Raudha,Yemen
ADE,OYAA,12.8278,45.0306,Aden International Airport,Ash Shaykh Uthman,Yemen
LUN,FLLS,-15.3292,28.4528,Lusaka International Airport,Lusaka,Zambia
SLI,KSLI,-12.1722,26.3667,,Solwezi,Zambia
BUQ,FVBU,-20.0169,28.6181,Bulawayo Airport,Bulawayo,Zimbabwe
HRE,FVHA,-17.9228,31.1014,Harare International Airport,Harare,Zimbabwe
VFA,FVFA,-18.0931,25.8403,Victoria Falls Airport,,Zimbabwe
FLN,SBFL,-27.670278,-48.5525,Hercilio Luz International Airport,Florianopolis,Brazil
